img, proc, rep, iter, time
0, 32, 1, 20000,  0.227232
0, 32, 2, 20000,  0.226005
0, 32, 3, 20000,  0.226583
0, 32, 4, 20000,  0.226603
0, 32, 5, 20000,  0.226831
0, 36, 0, 20000,  0.219652
0, 36, 1, 20000,  0.217818
0, 36, 2, 20000,  0.218939
0, 36, 3, 20000,  0.219218
0, 36, 4, 20000,  0.218722
0, 36, 5, 20000,  0.218000
1, 1, 0, 20000,  1.663720
1, 1, 1, 20000,  1.664430
1, 1, 2, 20000,  1.664911
1, 1, 3, 20000,  1.661458
1, 1, 4, 20000,  1.662720
1, 1, 5, 20000,  1.662843
1, 2, 0, 20000,  0.907808
1, 2, 1, 20000,  0.909335
1, 2, 2, 20000,  0.913775
1, 2, 3, 20000,  0.907252
1, 2, 4, 20000,  0.908597
1, 2, 5, 20000,  0.907250
1, 4, 0, 20000,  0.649218
1, 4, 1, 20000,  0.641189
1, 4, 2, 20000,  0.644925
1, 4, 3, 20000,  0.648022
1, 4, 4, 20000,  0.655189
1, 4, 5, 20000,  0.650694
1, 8, 0, 20000,  0.392841
1, 8, 1, 20000,  0.381868
1, 8, 2, 20000,  0.383173
1, 8, 3, 20000,  0.386214
1, 8, 4, 20000,  0.387098
1, 8, 5, 20000,  0.388447
1, 12, 0, 20000,  0.321619
1, 12, 1, 20000,  0.320796
1, 12, 2, 20000,  0.323334
1, 12, 3, 20000,  0.320599
1, 12, 4, 20000,  0.317729
1, 12, 5, 20000,  0.322831
1, 15, 0, 20000,  0.277343
1, 15, 1, 20000,  0.279046
1, 15, 2, 20000,  0.277821
1, 15, 3, 20000,  0.278631
1, 15, 4, 20000,  0.277869
1, 15, 5, 20000,  0.276549
1, 16, 0, 20000,  0.289207
1, 16, 1, 20000,  0.290627
1, 16, 2, 20000,  0.290559
1, 16, 3, 20000,  0.298217
1, 16, 4, 20000,  0.289789
1, 16, 5, 20000,  0.289877
1, 23, 0, 20000,  0.224520
1, 23, 1, 20000,  0.225690
1, 23, 2, 20000,  0.224649
1, 23, 3, 20000,  0.225882
1, 23, 4, 20000,  0.225095
1, 23, 5, 20000,  0.225426
