img, version, proc, rep, iter, time
2, 0, 4, 3, 800,  0.086265
2, 0, 4, 4, 800,  0.097700
2, 0, 4, 5, 800,  0.095015
2, 0, 8, 0, 800,  0.057556
2, 0, 8, 1, 800,  0.059817
2, 0, 8, 2, 800,  0.057221
2, 0, 8, 3, 800,  0.056806
2, 0, 8, 4, 800,  0.059695
2, 0, 8, 5, 800,  0.057707
2, 0, 12, 0, 800,  0.048517
2, 0, 12, 1, 800,  0.048078
2, 0, 12, 2, 800,  0.049149
2, 0, 12, 3, 800,  0.049088
2, 0, 12, 4, 800,  0.048888
2, 0, 12, 5, 800,  0.047058
2, 0, 19, 0, 800,  0.040596
2, 0, 19, 1, 800,  0.040857
2, 0, 19, 2, 800,  0.040982
2, 0, 19, 3, 800,  0.040777
2, 0, 19, 4, 800,  0.040857
2, 0, 19, 5, 800,  0.040222
2, 1, 2, 0, 800,  0.218666
2, 1, 2, 1, 800,  0.218654
2, 1, 2, 2, 800,  0.218600
2, 1, 2, 3, 800,  0.218685
2, 1, 2, 4, 800,  0.232858
2, 1, 2, 5, 800,  0.235723
2, 1, 4, 0, 800,  0.139278
2, 1, 4, 1, 800,  0.141039
2, 1, 4, 2, 800,  0.137382
2, 1, 4, 3, 800,  0.137815
2, 1, 4, 4, 800,  0.138371
2, 1, 4, 5, 800,  0.115677
2, 1, 8, 0, 800,  0.090898
2, 1, 8, 1, 800,  0.083986
2, 1, 8, 2, 800,  0.083533
2, 1, 8, 3, 800,  0.085974
2, 1, 8, 4, 800,  0.089836
2, 1, 8, 5, 800,  0.085586
2, 1, 12, 0, 800,  0.070270
2, 1, 12, 1, 800,  0.073425
2, 1, 12, 2, 800,  0.070033
2, 1, 12, 3, 800,  0.069760
2, 1, 12, 4, 800,  0.072228
2, 1, 12, 5, 800,  0.073327
2, 1, 19, 0, 800,  0.064527
2, 1, 19, 1, 800,  0.060044
2, 1, 19, 2, 800,  0.063963
2, 1, 19, 3, 800,  0.063004
2, 1, 19, 4, 800,  0.062287
2, 1, 19, 5, 800,  0.064605
3, 0, 2, 0, 800,  0.319990
3, 0, 2, 1, 800,  0.322157
3, 0, 2, 2, 800,  0.319809
3, 0, 2, 3, 800,  0.321949
3, 0, 2, 4, 800,  0.320553
3, 0, 2, 5, 800,  0.331348
3, 0, 4, 0, 800,  0.198283
3, 0, 4, 1, 800,  0.197636
3, 0, 4, 2, 800,  0.202407
3, 0, 4, 3, 800,  0.198458
3, 0, 4, 4, 800,  0.192854
3, 0, 4, 5, 800,  0.197657
3, 0, 8, 0, 800,  0.103629
3, 0, 8, 1, 800,  0.100774
3, 0, 8, 2, 800,  0.102994
3, 0, 8, 3, 800,  0.096255
3, 0, 8, 4, 800,  0.104326
3, 0, 8, 5, 800,  0.101150
3, 0, 12, 0, 800,  0.077521
3, 0, 12, 1, 800,  0.081047
3, 0, 12, 2, 800,  0.082124
3, 0, 12, 3, 800,  0.076400
3, 0, 12, 4, 800,  0.076185
3, 0, 12, 5, 800,  0.077147
3, 0, 19, 0, 800,  0.052761
3, 0, 19, 1, 800,  0.054367
3, 0, 19, 2, 800,  0.056619
3, 0, 19, 3, 800,  0.053453
3, 0, 19, 4, 800,  0.051834
3, 0, 19, 5, 800,  0.052358
3, 1, 2, 0, 800,  0.593149
3, 1, 2, 1, 800,  0.593621
3, 1, 2, 2, 800,  0.593537
3, 1, 2, 3, 800,  0.593414
3, 1, 2, 4, 800,  0.593714
3, 1, 2, 5, 800,  0.593686
3, 1, 4, 0, 800,  0.326710
3, 1, 4, 1, 800,  0.333159
3, 1, 4, 2, 800,  0.329838
3, 1, 4, 3, 800,  0.330286
3, 1, 4, 4, 800,  0.334787
3, 1, 4, 5, 800,  0.330135
3, 1, 8, 0, 800,  0.164302
3, 1, 8, 1, 800,  0.167325
3, 1, 8, 2, 800,  0.172897
3, 1, 8, 3, 800,  0.166531
3, 1, 8, 4, 800,  0.168981
3, 1, 8, 5, 800,  0.174061
3, 1, 12, 0, 800,  0.128627
3, 1, 12, 1, 800,  0.124087
3, 1, 12, 2, 800,  0.124774
3, 1, 12, 3, 800,  0.123800
3, 1, 12, 4, 800,  0.127241
3, 1, 12, 5, 800,  0.123811
3, 1, 19, 0, 800,  0.084394
3, 1, 19, 1, 800,  0.088662
3, 1, 19, 2, 800,  0.086470
3, 1, 19, 3, 800,  0.088639
3, 1, 19, 4, 800,  0.089086
3, 1, 19, 5, 800,  0.087876
