img, proc, rep, iter, time
0, 6, 0, 20000,  0.453135
0, 6, 1, 20000,  0.456322
0, 6, 2, 20000,  0.455778
0, 6, 3, 20000,  0.456728
0, 6, 4, 20000,  0.472223
0, 6, 5, 20000,  0.465552
0, 12, 0, 20000,  0.419346
0, 12, 1, 20000,  0.417968
0, 12, 2, 20000,  0.421344
0, 12, 3, 20000,  0.425490
0, 12, 4, 20000,  0.443040
0, 12, 5, 20000,  0.419207
0, 18, 0, 20000,  0.343825
0, 18, 1, 20000,  0.346385
0, 18, 2, 20000,  0.345760
0, 18, 3, 20000,  0.414910
0, 18, 4, 20000,  0.346530
0, 18, 5, 20000,  0.340102
0, 24, 0, 20000,  0.338080
0, 24, 1, 20000,  0.331075
0, 24, 2, 20000,  0.373570
0, 24, 3, 20000,  0.335507
0, 24, 4, 20000,  0.331464
0, 24, 5, 20000,  0.331463
0, 30, 0, 20000,  0.329554
0, 30, 1, 20000,  0.405052
0, 30, 2, 20000,  0.329588
0, 30, 3, 20000,  0.329295
0, 30, 4, 20000,  0.329076
0, 30, 5, 20000,  0.375759
0, 36, 0, 20000,  0.326147
0, 36, 1, 20000,  0.323400
0, 36, 2, 20000,  0.322926
0, 36, 3, 20000,  0.377919
0, 36, 4, 20000,  0.324146
0, 36, 5, 20000,  0.324161
1, 6, 0, 20000,  0.639693
1, 6, 1, 20000,  0.675721
1, 6, 2, 20000,  0.639630
1, 6, 3, 20000,  0.639925
1, 6, 4, 20000,  0.640500
1, 6, 5, 20000,  0.674608
1, 12, 0, 20000,  0.504137
1, 12, 1, 20000,  0.504217
1, 12, 2, 20000,  0.505563
1, 12, 3, 20000,  0.522788
1, 12, 4, 20000,  0.504858
1, 12, 5, 20000,  0.499680
1, 18, 0, 20000,  0.391904
1, 18, 1, 20000,  0.389492
1, 18, 2, 20000,  0.431995
1, 18, 3, 20000,  0.395460
1, 18, 4, 20000,  0.391479
1, 18, 5, 20000,  0.394524
1, 24, 0, 20000,  0.376095
1, 24, 1, 20000,  0.400799
1, 24, 2, 20000,  0.370237
1, 24, 3, 20000,  0.375069
1, 24, 4, 20000,  0.369144
1, 24, 5, 20000,  0.385640
1, 30, 0, 20000,  0.363632
1, 30, 1, 20000,  0.362928
1, 30, 2, 20000,  0.363587
1, 30, 3, 20000,  0.367486
1, 30, 4, 20000,  0.373315
1, 30, 5, 20000,  0.366283
1, 36, 0, 20000,  0.365320
1, 36, 1, 20000,  0.368635
1, 36, 2, 20000,  0.361773
1, 36, 3, 20000,  0.357883
1, 36, 4, 20000,  0.357493
1, 36, 5, 20000,  0.374745
2, 6, 0, 20000,  1.415197
2, 6, 1, 20000,  1.417967
2, 6, 2, 20000,  1.413598
2, 6, 3, 20000,  1.419914
2, 6, 4, 20000,  1.415079
2, 6, 5, 20000,  1.416258
2, 12, 0, 20000,  1.004952
2, 12, 1, 20000,  0.991227
2, 12, 2, 20000,  1.021776
2, 12, 3, 20000,  0.993097
2, 12, 4, 20000,  0.991938
2, 12, 5, 20000,  1.019079
2, 18, 0, 20000,  0.720111
2, 18, 1, 20000,  0.735143
2, 18, 2, 20000,  0.769320
2, 18, 3, 20000,  0.730152
2, 18, 4, 20000,  0.730841
2, 18, 5, 20000,  0.759888
2, 24, 0, 20000,  0.647831
2, 24, 1, 20000,  0.647943
2, 24, 2, 20000,  0.672089
2, 24, 3, 20000,  0.655981
2, 24, 4, 20000,  0.656284
2, 24, 5, 20000,  0.651554
2, 30, 0, 20000,  0.599743
2, 30, 1, 20000,  0.584854
2, 30, 2, 20000,  0.574727
2, 30, 3, 20000,  0.635452
2, 30, 4, 20000,  0.577206
2, 30, 5, 20000,  0.577014
2, 36, 0, 20000,  0.567705
2, 36, 1, 20000,  0.529056
2, 36, 2, 20000,  0.526562
2, 36, 3, 20000,  0.577071
2, 36, 4, 20000,  0.531252
2, 36, 5, 20000,  0.528743
3, 6, 0, 20000,  3.467704
3, 6, 1, 20000,  3.435444
3, 6, 2, 20000,  3.441844
3, 6, 3, 20000,  3.434202
3, 6, 4, 20000,  3.431690
3, 6, 5, 20000,  3.462888
3, 12, 0, 20000,  1.882005
3, 12, 1, 20000,  1.859271
3, 12, 2, 20000,  1.876222
3, 12, 3, 20000,  1.866830
3, 12, 4, 20000,  1.859164
3, 12, 5, 20000,  1.878694
3, 18, 0, 20000,  1.323237
3, 18, 1, 20000,  1.365523
3, 18, 2, 20000,  1.325929
3, 18, 3, 20000,  1.345904
3, 18, 4, 20000,  1.322775
3, 18, 5, 20000,  1.339123
3, 24, 0, 20000,  1.121868
3, 24, 1, 20000,  1.141189
3, 24, 2, 20000,  1.122521
3, 24, 3, 20000,  1.154590
3, 24, 4, 20000,  1.122510
3, 24, 5, 20000,  1.149736
3, 30, 0, 20000,  1.002249
3, 30, 1, 20000,  1.076687
3, 30, 2, 20000,  1.003675
3, 30, 3, 20000,  1.030940
3, 30, 4, 20000,  1.004041
3, 30, 5, 20000,  1.021001
3, 36, 0, 20000,  0.949715
3, 36, 1, 20000,  0.945552
3, 36, 2, 20000,  0.944881
3, 36, 3, 20000,  0.946622
3, 36, 4, 20000,  0.944761
3, 36, 5, 20000,  0.949757
